"task_instance_id","student_id","task_id","time_start","time_end","time_spent","solved","given_up","attempts","solution_size","reported_flow","instructions_ids","session_id","session_order"
378,76,12,"2016-12-04 13:57:22.939435","2016-12-04 13:58:22.789094",51,True,False,1,8,"EASY","[]",174,174
422,118,20,"2016-12-19 14:09:56.910563","2016-12-19 14:10:33.674908",37,True,False,1,8,"RIGHT","[]",188,188
379,76,53,"2016-12-04 13:58:26.650470","2016-12-04 13:59:11.724697",45,True,False,1,9,"EASY","[]",174,174
393,76,43,"2016-12-06 06:19:30.027381","2016-12-06 06:24:13.701538",283,False,True,0,"","VERY_DIFFICULT","[9, 10]",176,176
394,76,46,"2016-12-06 06:24:14.003103","",0,False,False,0,"","UNKNOWN","[]",176,176
395,76,24,"2016-12-07 09:42:46.341896","",0,False,False,0,"","UNKNOWN","[]",177,177
396,112,1,"2016-12-07 14:29:18.745590","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",178,178
397,76,44,"2016-12-09 15:49:51.436384","",0,False,False,0,"","UNKNOWN","[10]",179,179
398,113,56,"2016-12-13 03:09:10.196898","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",180,180
399,76,45,"2016-12-13 08:47:26.822340","",0,False,False,0,"","UNKNOWN","[]",181,181
400,114,56,"2016-12-13 16:47:20.646424","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",182,182
401,115,1,"2016-12-15 11:39:22.999444","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",183,183
380,76,35,"2016-12-04 13:59:17.013531","2016-12-04 14:13:02.196866",825,True,False,9,20,"DIFFICULT","[17, 7, 8]",174,174
413,117,25,"2016-12-16 07:18:56.077016","2016-12-16 07:20:06.880653",70,True,False,1,7,"EASY","[16, 2, 3]",186,186
402,116,56,"2016-12-16 06:18:37.975388","2016-12-16 06:19:13.794769",34,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",184,184
381,76,51,"2016-12-04 14:13:06.855192","2016-12-04 14:15:16.871793",130,True,False,2,8,"RIGHT","[]",174,174
423,118,12,"2016-12-19 14:10:35.607226","",0,False,False,0,"","UNKNOWN","[]",188,188
382,76,34,"2016-12-04 14:15:20.133614","2016-12-04 14:17:43.261860",143,True,False,2,12,"RIGHT","[]",174,174
403,116,2,"2016-12-16 06:19:19.150877","2016-12-16 06:20:12.146635",52,True,False,1,7,"EASY","[2]",184,184
383,76,45,"2016-12-04 14:17:48.522549","2016-12-04 14:20:37.769879",169,True,False,1,21,"RIGHT","[]",174,174
414,117,16,"2016-12-16 07:20:10.831931","2016-12-16 07:20:47.600431",35,True,False,1,7,"EASY","[]",186,186
384,76,46,"2016-12-04 14:20:46.236289","2016-12-04 14:24:12.165078",206,True,False,1,10,"RIGHT","[]",174,174
404,116,26,"2016-12-16 06:20:14.236714","2016-12-16 06:22:05.302992",111,True,False,1,11,"EASY","[16, 3]",184,184
385,76,15,"2016-12-04 14:24:20.143387","2016-12-04 14:25:06.150410",45,True,False,1,8,"EASY","[]",175,175
431,120,3,"2016-12-24 06:57:15.532985","2016-12-24 06:57:31.131224",16,True,False,1,6,"EASY","[2]",192,192
386,76,31,"2016-12-04 14:25:08.564575","2016-12-04 14:25:48.193098",39,True,False,1,7,"EASY","[]",175,175
405,116,20,"2016-12-16 06:22:16.662771","2016-12-16 06:22:55.302139",39,True,False,1,8,"EASY","[]",184,184
415,117,12,"2016-12-16 07:20:49.921286","2016-12-16 07:21:34.777235",44,True,False,1,8,"EASY","[]",186,186
406,116,23,"2016-12-16 06:22:56.838267","2016-12-16 06:23:38.859136",42,True,False,1,6,"EASY","[]",184,184
424,119,56,"2016-12-21 06:40:33.415654","2016-12-21 06:41:37.117072",32,True,False,1,3,"RIGHT","[11, 13, 12, 1, 14, 15]",189,189
416,117,42,"2016-12-16 07:22:00.766037","2016-12-16 07:26:07.610302",246,True,False,1,7,"RIGHT","[18, 19, 4, 5]",186,186
407,116,42,"2016-12-16 06:23:42.961233","2016-12-16 06:27:10.344651",208,True,False,2,7,"RIGHT","[18, 19, 4, 5]",184,184
408,116,24,"2016-12-16 06:27:21.648412","",0,False,False,0,"","UNKNOWN","[6]",184,184
409,113,56,"2016-12-16 06:29:16.986178","2016-12-16 06:29:30.666672",14,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",185,185
410,113,10,"2016-12-16 06:29:35.429373","",0,False,False,0,"","UNKNOWN","[2]",185,185
443,121,27,"2017-01-02 15:27:20.988786","2017-01-02 15:28:01.066737",40,True,False,1,8,"EASY","[4, 5]",195,195
432,120,16,"2016-12-24 06:57:38.797805","2016-12-24 06:58:13.224496",34,True,False,1,7,"EASY","[16, 3]",192,192
417,117,18,"2016-12-16 07:26:15.688370","2016-12-16 07:27:01.384041",44,True,False,1,4,"EASY","[]",186,186
418,117,27,"2016-12-16 07:27:16.986095","",0,False,False,0,"","UNKNOWN","[]",187,187
425,119,2,"2016-12-21 06:41:41.021943","2016-12-21 06:42:35.593326",55,True,False,2,7,"DIFFICULT","[2]",189,189
419,118,56,"2016-12-19 14:07:23.656500","2016-12-19 14:08:17.144298",46,True,False,1,3,"RIGHT","[11, 13, 12, 1, 14, 15]",188,188
440,121,2,"2017-01-02 15:24:29.875430","2017-01-02 15:24:51.166941",21,True,False,1,7,"EASY","[2]",195,195
420,118,1,"2016-12-19 14:08:37.901892","2016-12-19 14:08:49.521396",11,True,False,1,4,"RIGHT","[]",188,188
426,119,18,"2016-12-21 06:42:38.031456","2016-12-21 06:43:08.560093",31,True,False,1,4,"RIGHT","[16, 3]",189,189
436,120,1,"2016-12-24 07:00:21.002595","2016-12-24 07:00:56.308972",35,True,False,1,4,"EASY","[]",192,192
427,119,25,"2016-12-21 06:43:10.513941","",0,False,False,0,"","UNKNOWN","[]",189,189
428,120,56,"2016-12-22 03:06:34.315616","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",190,190
429,120,56,"2016-12-23 13:42:42.147933","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",191,191
433,120,53,"2016-12-24 06:58:21.037103","2016-12-24 06:58:44.760386",24,True,False,1,9,"EASY","[4, 5]",192,192
430,120,56,"2016-12-24 06:56:49.968131","2016-12-24 06:57:10.355688",18,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",192,192
437,115,1,"2016-12-26 09:02:15.437456","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",193,193
438,118,54,"2016-12-28 14:06:33.391081","",0,False,False,0,"","UNKNOWN","[19, 4, 5]",194,194
434,120,11,"2016-12-24 06:58:49.190339","2016-12-24 06:59:13.362545",24,True,False,1,7,"EASY","[]",192,192
442,121,26,"2017-01-02 15:25:38.896829","2017-01-02 15:27:08.798596",90,True,False,2,11,"EASY","[]",195,195
439,121,1,"2017-01-02 15:23:54.524890","2017-01-02 15:24:25.180969",30,True,False,1,4,"EASY","[11, 13, 12, 1, 14, 15]",195,195
441,121,20,"2017-01-02 15:24:56.134345","2017-01-02 15:25:33.318178",37,True,False,1,8,"EASY","[16, 3]",195,195
444,121,19,"2017-01-02 15:28:04.044071","2017-01-02 15:28:39.599542",36,True,False,1,4,"EASY","[]",195,195
446,121,55,"2017-01-02 15:30:07.934249","",0,False,False,0,"","UNKNOWN","[]",196,196
449,122,2,"2017-01-16 13:26:09.461592","",0,False,False,0,"","UNKNOWN","[2]",198,198
447,122,1,"2017-01-09 10:50:10.501239","2017-01-09 10:50:35.725415",24,True,False,2,4,"RIGHT","[11, 13, 12, 1, 14, 15]",197,197
448,122,3,"2017-01-09 10:50:38.879485","",0,False,False,0,"","UNKNOWN","[2]",197,197
450,123,56,"2017-01-25 13:50:16.416299","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",199,199
451,124,56,"2017-01-26 03:28:15.194503","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",200,200
452,125,1,"2017-01-27 05:02:57.004990","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",201,201
453,126,1,"2017-01-27 08:07:27.176003","2017-01-27 08:08:10.757571",44,True,False,1,4,"EASY","[11, 13, 12, 1, 14, 15]",202,202
454,126,56,"2017-01-27 08:08:15.267150","2017-01-27 08:08:52.853059",37,True,False,1,3,"EASY","[]",202,202
455,126,3,"2017-01-27 08:08:55.150503","2017-01-27 08:09:18.454238",23,True,False,1,6,"EASY","[2]",202,202
456,126,2,"2017-01-27 08:09:22.175003","",0,False,False,0,"","UNKNOWN","[]",202,202
490,128,15,"2017-01-30 14:41:53.420355","2017-01-30 14:42:29.110417",29,True,False,1,7,"EASY","[]",208,208
457,127,1,"2017-01-29 13:09:17.619456","2017-01-29 13:13:42.799707",264,True,False,1,4,"EASY","[11, 13, 12, 1, 14, 15]",203,203
476,128,27,"2017-01-30 08:39:11.034186","2017-01-30 08:40:33.491669",77,True,False,1,8,"EASY","[]",205,205
477,129,1,"2017-01-30 09:46:37.489810","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",206,206
458,127,2,"2017-01-29 13:13:49.351231","2017-01-29 13:14:23.661961",34,True,False,1,7,"EASY","[2]",203,203
459,127,18,"2017-01-29 13:14:26.341332","2017-01-29 13:15:17.053340",51,True,False,1,4,"EASY","[16, 3]",203,203
519,137,26,"2017-02-18 05:34:28.005090","",0,False,False,0,"","UNKNOWN","[16, 3]",220,220
478,128,31,"2017-01-30 14:01:30.733194","2017-01-30 14:03:15.093388",91,True,False,1,7,"EASY","[8]",207,207
460,127,12,"2017-01-29 13:15:20.176304","2017-01-29 13:16:56.550242",68,True,False,1,8,"EASY","[]",203,203
501,128,36,"2017-01-30 16:22:41.951988","2017-01-30 16:24:18.720358",93,True,False,1,9,"EASY","[]",210,210
461,127,42,"2017-01-29 13:17:02.274373","2017-01-29 13:21:26.478861",264,True,False,1,7,"RIGHT","[18, 19, 4, 5]",203,203
462,127,27,"2017-01-29 13:21:33.935707","",0,False,False,0,"","UNKNOWN","[]",203,203
479,128,24,"2017-01-30 14:03:23.651069","2017-01-30 14:16:06.971245",757,True,False,1,7,"EASY","[]",207,207
491,128,46,"2017-01-30 14:42:32.859783","2017-01-30 14:44:21.507505",107,True,False,2,10,"EASY","[]",208,208
463,128,56,"2017-01-30 05:50:18.052900","2017-01-30 05:50:50.512428",30,True,False,2,3,"EASY","[11, 13, 12, 1, 14, 15]",204,204
480,128,28,"2017-01-30 14:16:13.329372","2017-01-30 14:18:13.924362",119,True,False,2,7,"EASY","[]",207,207
464,128,3,"2017-01-30 05:51:00.188111","2017-01-30 05:51:38.231994",37,True,False,2,6,"EASY","[2]",204,204
514,76,45,"2017-02-17 09:10:30.339310","2017-02-17 09:24:41.045591",773,True,False,6,21,"DIFFICULT","[]",218,218
465,128,12,"2017-01-30 05:51:45.948444","2017-01-30 05:52:20.686669",34,True,False,1,8,"EASY","[16, 3]",204,204
502,128,33,"2017-01-30 16:24:22.111674","2017-01-31 05:37:17.508808",47570,True,False,1,13,"EASY","[]",210,210
492,128,43,"2017-01-30 14:45:18.437997","2017-01-30 14:49:12.523441",116,True,False,2,12,"EASY","[9]",209,209
466,128,2,"2017-01-30 05:52:23.695739","2017-01-30 05:52:46.586408",22,True,False,1,7,"EASY","[]",204,204
481,128,50,"2017-01-30 14:18:17.057418","2017-01-30 14:20:02.398652",101,True,False,2,15,"EASY","[18]",207,207
467,128,18,"2017-01-30 05:52:48.658021","2017-01-30 05:53:04.302234",15,True,False,1,4,"EASY","[]",204,204
482,128,51,"2017-01-30 14:20:14.142426","2017-01-30 14:20:59.751186",41,True,False,1,8,"EASY","[]",207,207
468,128,42,"2017-01-30 05:53:06.928048","2017-01-30 05:55:25.946675",138,False,True,4,7,"VERY_DIFFICULT","[18, 19, 4, 5]",204,204
493,128,38,"2017-01-30 14:49:15.112721","2017-01-30 14:50:42.141804",86,True,False,1,14,"EASY","[]",209,209
483,128,47,"2017-01-30 14:21:09.951716","2017-01-30 14:22:50.549861",98,True,False,1,12,"EASY","[]",207,207
469,128,54,"2017-01-30 05:55:26.301972","2017-01-30 05:58:19.298278",172,True,False,1,15,"EASY","[19, 4, 5]",204,204
470,128,14,"2017-01-30 05:58:31.840495","2017-01-30 06:05:04.546366",390,True,False,1,7,"EASY","[6]",205,205
494,128,51,"2017-01-30 14:50:44.438719","2017-01-30 14:51:25.143892",39,True,False,1,8,"EASY","[]",209,209
471,128,53,"2017-01-30 06:05:07.115728","2017-01-30 07:05:08.231915",3433,True,False,1,9,"RIGHT","[]",205,205
503,128,39,"2017-01-31 05:37:31.929394","2017-01-31 05:38:51.235852",74,True,False,1,7,"EASY","[]",211,211
472,128,55,"2017-01-30 07:05:15.653490","2017-01-30 07:05:59.493253",39,True,False,1,7,"EASY","[]",205,205
495,128,16,"2017-01-30 14:51:27.052313","2017-01-30 14:51:55.804377",28,True,False,1,7,"EASY","[]",209,209
473,128,24,"2017-01-30 07:06:01.677677","2017-01-30 07:06:51.177730",48,True,False,1,7,"EASY","[]",205,205
484,128,45,"2017-01-30 14:23:00.484446","2017-01-30 14:29:32.544243",387,True,False,7,19,"RIGHT","[]",207,207
523,76,40,"2017-02-18 09:50:26.215030","2017-02-18 09:56:46.485858",380,True,False,2,10,"RIGHT","[]",221,221
474,128,41,"2017-01-30 07:06:54.695983","2017-01-30 07:18:58.152634",721,True,False,4,12,"EASY","[17, 7]",205,205
485,128,25,"2017-01-30 14:33:08.000020","2017-01-30 14:38:12.391011",301,True,False,1,7,"EASY","[]",208,208
475,128,19,"2017-01-30 08:38:08.136873","2017-01-30 08:39:06.840225",54,True,False,1,4,"EASY","[]",205,205
504,128,26,"2017-01-31 05:38:55.312830","2017-01-31 05:39:56.862791",57,True,False,1,11,"EASY","[]",211,211
486,128,56,"2017-01-30 14:38:18.413855","2017-01-30 14:38:40.688355",20,True,False,1,3,"EASY","[]",208,208
496,128,33,"2017-01-30 14:52:03.528905","2017-01-30 14:53:57.862318",114,True,False,2,16,"EASY","[]",209,209
487,128,36,"2017-01-30 14:38:42.539185","2017-01-30 14:40:00.136010",76,True,False,1,9,"EASY","[10]",208,208
488,128,22,"2017-01-30 14:40:04.450808","2017-01-30 14:40:48.210614",37,True,False,1,7,"EASY","[]",208,208
520,76,36,"2017-02-18 09:44:00.239494","2017-02-18 09:46:53.594655",173,True,False,2,9,"RIGHT","[10]",221,221
505,128,43,"2017-01-31 05:39:59.398545","2017-01-31 05:42:28.733482",147,True,False,2,12,"EASY","[]",211,211
489,128,32,"2017-01-30 14:40:51.468525","2017-01-30 14:41:47.474358",53,True,False,1,10,"EASY","[]",208,208
497,128,35,"2017-01-30 14:54:02.024110","2017-01-30 14:58:14.344346",250,True,False,3,20,"EASY","[]",209,209
506,128,32,"2017-01-31 05:42:31.091017","",0,False,False,0,"","UNKNOWN","[]",211,211
507,130,56,"2017-02-02 07:21:24.446775","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",212,212
508,131,56,"2017-02-04 12:00:45.073181","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",213,213
509,132,56,"2017-02-10 08:19:45.032384","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",214,214
498,128,44,"2017-01-30 14:58:21.008549","2017-01-30 15:00:19.622025",110,True,False,2,9,"EASY","[]",209,209
510,133,56,"2017-02-13 05:45:17.295052","2017-02-13 05:46:16.154117",3,False,False,1,1,"UNKNOWN","[11, 13, 12, 1, 14, 15]",215,215
499,128,11,"2017-01-30 15:17:31.947319","2017-01-30 15:18:14.684909",37,True,False,1,7,"EASY","[]",210,210
500,128,41,"2017-01-30 15:18:19.618615","2017-01-30 15:34:51.109226",987,True,False,2,12,"EASY","[]",210,210
524,76,39,"2017-02-18 09:56:51.860033","2017-02-18 09:58:29.345037",97,True,False,1,7,"EASY","[]",221,221
535,133,56,"2017-02-20 08:36:16.600437","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",226,226
521,76,12,"2017-02-18 09:46:56.927106","2017-02-18 09:47:37.352317",40,True,False,1,8,"EASY","[]",221,221
515,76,30,"2017-02-17 09:24:48.525685","2017-02-17 09:34:35.025074",371,False,False,8,10,"UNKNOWN","[9]",218,218
516,136,1,"2017-02-17 15:00:30.342139","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",219,219
536,76,37,"2017-02-20 10:04:25.455169","",0,False,False,0,"","UNKNOWN","[]",227,227
517,137,1,"2017-02-18 05:33:04.532979","2017-02-18 05:33:28.783853",24,True,False,1,4,"EASY","[11, 13, 12, 1, 14, 15]","",""
529,76,43,"2017-02-19 15:15:25.794016","2017-02-19 15:17:42.845273",137,False,False,2,11,"UNKNOWN","[9]",222,222
522,76,24,"2017-02-18 09:47:39.656695","2017-02-18 09:50:20.699859",161,True,False,2,7,"RIGHT","[]",221,221
518,137,2,"2017-02-18 05:33:33.507339","2017-02-18 05:34:22.662428",37,True,False,2,8,"EASY","[2]",220,220
530,138,1,"2017-02-20 05:01:25.553362","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",223,223
525,76,44,"2017-02-18 09:58:31.909225","2017-02-18 10:01:49.446831",197,True,False,2,9,"RIGHT","[]",221,221
527,76,50,"2017-02-19 15:06:18.295445","2017-02-19 15:13:04.502591",405,True,False,3,15,"RIGHT","[]",222,222
526,76,33,"2017-02-18 10:01:52.905194","2017-02-18 10:03:21.857569",89,True,False,1,11,"EASY","[]",221,221
528,76,54,"2017-02-19 15:13:09.354063","2017-02-19 15:15:23.659078",133,True,False,1,15,"EASY","[]",222,222
537,139,1,"2017-02-20 14:48:10.655375","2017-02-20 14:48:52.529200",42,True,False,2,4,"EASY","[11, 13, 12, 1, 14, 15]","",""
533,44,45,"2017-02-20 07:18:15.462631","",0,False,False,0,"","UNKNOWN","[]",225,225
534,44,53,"2017-02-20 07:19:08.322931","",0,False,False,0,"","UNKNOWN","[]","",""
538,139,3,"2017-02-20 14:48:59.022645","2017-02-20 14:49:31.472409",32,True,False,2,6,"EASY","[2]",228,228
540,139,23,"2017-02-20 14:50:36.720012","",0,False,False,0,"","UNKNOWN","[]",228,228
539,139,12,"2017-02-20 14:49:37.261437","2017-02-20 14:50:33.878017",57,True,False,2,8,"EASY","[16, 3]",228,228
541,76,53,"2017-02-21 07:58:44.297509","2017-02-21 07:59:25.914374",41,True,False,1,9,"EASY","[]",229,229
543,139,1,"2017-02-21 08:34:57.031838","2017-02-21 08:35:46.912196",50,True,False,2,4,"EASY","[]","",""
544,139,20,"2017-02-21 08:35:52.774473","2017-02-21 08:38:11.521862",139,True,False,3,8,"RIGHT","[]",230,230
545,139,19,"2017-02-21 08:38:22.810518","2017-02-21 08:39:51.192355",88,True,False,1,4,"EASY","[4, 5]",230,230
546,139,11,"2017-02-21 08:39:59.149106","2017-02-21 08:44:50.387633",291,True,False,6,7,"RIGHT","[]",230,230
542,76,54,"2017-02-21 07:59:30.161760","2017-02-21 09:57:44.097456",7094,True,False,1,15,"EASY","[]",229,229
547,139,42,"2017-02-21 08:44:54.190008","2017-02-21 08:45:25.539938",31,False,True,0,"","VERY_DIFFICULT","[18, 19]",230,230
549,139,6,"2017-02-21 08:45:42.672102","",0,False,False,0,"","UNKNOWN","[]","",""
550,139,1,"2017-02-21 08:47:36.341907","2017-02-21 08:47:49.698028",14,True,False,1,4,"EASY","[]","",""
572,144,11,"2017-03-06 16:26:23.081345","2017-03-06 16:46:21.426098",176,True,False,10,7,"RIGHT","[]",239,239
551,139,1,"2017-02-21 08:51:20.631681","2017-02-21 08:51:32.404282",12,True,False,1,4,"RIGHT","[]","",""
548,139,16,"2017-02-21 08:45:25.872410","2017-02-21 08:53:52.413760",121,False,False,3,7,"UNKNOWN","[]",230,230
552,139,1,"2017-02-21 08:55:25.355354","2017-02-21 08:55:34.254386",9,True,False,1,4,"DIFFICULT","[]","",""
573,144,18,"2017-03-06 16:46:46.412336","2017-03-06 16:47:26.167726",40,True,False,2,4,"EASY","[]",239,239
553,139,1,"2017-02-21 08:55:43.356067","2017-02-21 08:55:54.915613",12,True,False,1,4,"EASY","[]","",""
554,139,1,"2017-02-21 08:55:59.969765","2017-02-21 08:56:08.556970",9,True,False,1,4,"EASY","[]","",""
555,139,1,"2017-02-21 08:56:14.018280","2017-02-21 08:56:24.157469",11,True,False,1,4,"EASY","[]","",""
556,76,19,"2017-02-21 09:57:46.831444","2017-02-21 09:58:05.255339",18,True,False,1,4,"EASY","[]",229,229
557,76,28,"2017-02-21 09:58:07.170739","2017-02-21 09:59:19.157566",72,True,False,2,7,"EASY","[]",229,229
574,144,16,"2017-03-06 16:47:30.227307","2017-03-06 16:50:48.489999",198,False,True,4,5,"VERY_DIFFICULT","[]",239,239
575,144,53,"2017-03-06 16:50:49.044496","",0,False,False,0,"","UNKNOWN","[4, 5]",239,239
558,76,14,"2017-02-21 09:59:25.704411","2017-02-21 10:02:13.120713",167,True,False,3,7,"RIGHT","[]",229,229
559,76,39,"2017-02-21 10:02:15.863874","2017-02-21 10:03:25.138274",69,True,False,1,7,"EASY","[]",229,229
560,76,24,"2017-02-21 10:03:26.956634","2017-02-21 10:04:03.689651",37,True,False,1,7,"EASY","[]",229,229
561,140,1,"2017-02-21 13:20:44.974851","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",231,231
562,44,35,"2017-02-23 06:27:47.892162","",0,False,False,0,"","UNKNOWN","[]",232,232
563,138,56,"2017-02-27 03:30:04.812478","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",233,233
564,76,31,"2017-03-01 03:27:03.197855","",0,False,False,0,"","UNKNOWN","[]",234,234
565,141,56,"2017-03-01 05:50:56.724615","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",235,235
566,142,56,"2017-03-02 03:27:35.707512","2017-03-02 03:28:06.667764",30,True,False,2,3,"UNKNOWN","[11, 13, 12, 1, 14, 15]",236,236
567,1,2,"2017-03-03 01:25:09.186222","",0,False,False,0,"","UNKNOWN","[2]",237,237
568,143,1,"2017-03-06 16:15:42.156038","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",238,238
569,144,1,"2017-03-06 16:17:31.906641","2017-03-06 16:23:08.458283",113,True,False,2,4,"RIGHT","[11, 13, 12, 1, 14, 15]",239,239
570,144,2,"2017-03-06 16:23:16.042833","2017-03-06 16:24:06.254489",50,True,False,1,7,"EASY","[2]",239,239
571,144,20,"2017-03-06 16:24:11.264147","2017-03-06 16:26:16.803932",125,True,False,2,8,"RIGHT","[16, 3]",239,239
